Country,Segment,Date,observed_default_rate,observed_loss_rate,estimated_pd,estimated_lgd
Hong Kong,Retail,Jun-21,0.31%,4.20%,0.45%,13.40%
Hong Kong,Retail - Secured on real estate property,Jun-21,1.50%,,0.78%,14.74%
Hong Kong,Retail - Qualifying Revolving,Jun-21,0.24%,,1.15%,50.12%
Hong Kong,Retail - Other Retail,Jun-21,0.04%,10.48%,0.34%,13.03%
India,Corporates,Jun-21,,,3.17%,39.59%
India,Corporates - Of Which: Specialised Lending,Jun-21,,,1.84%,21.80%
India,Corporates - Of Which: SME,Jun-21,,,3.34%,40.18%
India,Retail,Jun-21,0.80%,53.68%,1.10%,28.76%
India,Retail - Secured on real estate property,Jun-21,0.00%,,0.87%,18.92%
India,Retail - Qualifying Revolving,Jun-21,2.86%,46.57%,3.59%,54.26%
India,Retail - Other Retail,Jun-21,0.72%,49.32%,1.42%,35.74%
"Korea, Republic Of",Corporates,Jun-21,,,0.56%,40.20%
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,Jun-21,,,0.78%,12.89%
"Korea, Republic Of",Corporates - Of Which: SME,Jun-21,,,3.25%,22.81%
"Korea, Republic Of",Retail,Jun-21,0.60%,62.68%,1.07%,68.64%
"Korea, Republic Of",Retail - Secured on real estate property,Jun-21,6.35%,,0.36%,15.67%
"Korea, Republic Of",Retail - Qualifying Revolving,Jun-21,2.54%,56.59%,1.45%,58.01%
"Korea, Republic Of",Retail - Other Retail,Jun-21,0.56%,67.52%,1.10%,70.13%
Russian Federation,Corporates,Jun-21,0.04%,,0.73%,39.91%
Russian Federation,Corporates - Of Which: Specialised Lending,Jun-21,,,1.14%,25.40%
Russian Federation,Corporates - Of Which: SME,Jun-21,,,3.03%,43.89%
Russian Federation,Retail,Jun-21,2.67%,16.10%,2.26%,19.18%
Russian Federation,Retail - Secured on real estate property,Jun-21,3.51%,13.72%,2.51%,18.86%
Russian Federation,Retail - Qualifying Revolving,Jun-21,1.49%,29.76%,2.23%,58.24%
Russian Federation,Retail - Other Retail,Jun-21,2.58%,51.08%,1.07%,18.03%
Singapore,Corporates,Jun-21,1.64%,,1.64%,27.76%
Singapore,Corporates - Of Which: Specialised Lending,Jun-21,,,2.02%,18.83%
Singapore,Corporates - Of Which: SME,Jun-21,,,10.13%,20.67%
Singapore,Retail,Jun-21,0.19%,9.07%,0.60%,11.88%
Singapore,Retail - Secured on real estate property,Jun-21,1.82%,,0.72%,14.43%
Singapore,Retail - Qualifying Revolving,Jun-21,1.15%,51.52%,0.96%,52.53%
Singapore,Retail - Other Retail,Jun-21,0.34%,26.96%,0.55%,10.88%
Switzerland,Corporates,Jun-21,0.92%,15.05%,0.99%,30.75%
Switzerland,Corporates - Of Which: Specialised Lending,Jun-21,,,0.83%,24.77%
Switzerland,Corporates - Of Which: SME,Jun-21,3.31%,,1.49%,25.45%
Switzerland,Retail,Jun-21,0.60%,11.51%,0.80%,19.81%
Switzerland,Retail - Secured on real estate property,Jun-21,0.37%,14.16%,0.77%,19.28%
Switzerland,Retail - Qualifying Revolving,Jun-21,0.67%,29.97%,2.00%,51.73%
Switzerland,Retail - Other Retail,Jun-21,1.52%,8.65%,1.17%,20.75%
United States,Corporates,Jun-21,0.85%,17.15%,1.30%,27.16%
United States,Corporates - Of Which: Specialised Lending,Jun-21,3.48%,10.72%,2.42%,20.26%
United States,Corporates - Of Which: SME,Jun-21,0.94%,14.35%,2.82%,20.57%
United States,Retail,Jun-21,2.66%,15.73%,2.19%,24.41%
United States,Retail - Secured on real estate property,Jun-21,0.88%,9.80%,0.93%,16.35%
United States,Retail - Qualifying Revolving,Jun-21,0.65%,32.66%,1.60%,57.36%
United States,Retail - Other Retail,Jun-21,3.16%,15.86%,2.56%,26.23%
Austria,Corporates,Mar-21,1.26%,39.73%,1.22%,33.78%
Austria,Corporates - Of Which: Specialised Lending,Mar-21,,,1.62%,10.25%
Austria,Corporates - Of Which: SME,Mar-21,1.51%,21.45%,2.50%,30.94%
Austria,Retail,Mar-21,0.79%,27.42%,1.28%,26.76%
Austria,Retail - Secured on real estate property,Mar-21,0.64%,8.27%,1.11%,10.62%
Austria,Retail - Qualifying Revolving,Mar-21,0.59%,55.39%,1.80%,64.82%
Austria,Retail - Other Retail,Mar-21,1.07%,44.30%,1.76%,45.35%
Belgium,Corporates,Mar-21,1.48%,21.40%,2.42%,26.87%
Belgium,Corporates - Of Which: Specialised Lending,Mar-21,1.98%,,1.64%,22.18%
Belgium,Corporates - Of Which: SME,Mar-21,1.65%,14.74%,2.67%,24.23%
Belgium,Retail,Mar-21,0.95%,8.93%,0.99%,17.08%
Belgium,Retail - Secured on real estate property,Mar-21,0.84%,3.51%,0.88%,13.12%
Belgium,Retail - Qualifying Revolving,Mar-21,1.33%,17.17%,0.68%,49.31%
Belgium,Retail - Other Retail,Mar-21,1.37%,22.04%,1.60%,33.06%
Bulgaria,Corporates,Mar-21,2.61%,,1.88%,43.37%
Bulgaria,Corporates - Of Which: Specialised Lending,Mar-21,,,69.94%,56.49%
Bulgaria,Corporates - Of Which: SME,Mar-21,,,3.32%,40.54%
Bulgaria,Retail,Mar-21,3.38%,53.56%,2.37%,32.82%
Bulgaria,Retail - Secured on real estate property,Mar-21,2.74%,37.75%,1.88%,23.99%
Bulgaria,Retail - Qualifying Revolving,Mar-21,2.82%,80.56%,3.04%,42.75%
Bulgaria,Retail - Other Retail,Mar-21,5.14%,69.66%,3.84%,55.87%
Croatia,Corporates,Mar-21,1.56%,,3.80%,40.75%
Croatia,Corporates - Of Which: Specialised Lending,Mar-21,,,0.79%,18.59%
Croatia,Corporates - Of Which: SME,Mar-21,,,6.08%,41.65%
Croatia,Retail,Mar-21,2.86%,16.57%,2.54%,34.94%
Croatia,Retail - Secured on real estate property,Mar-21,,,1.77%,29.28%
Croatia,Retail - Qualifying Revolving,Mar-21,0.91%,61.98%,1.49%,60.93%
Croatia,Retail - Other Retail,Mar-21,3.61%,16.49%,3.03%,38.29%
Cyprus,Corporates,Mar-21,0.29%,,1.82%,30.92%
Cyprus,Corporates - Of Which: Specialised Lending,Mar-21,,,2.22%,30.50%
Cyprus,Corporates - Of Which: SME,Mar-21,,,3.70%,14.05%
Cyprus,Retail,Mar-21,0.82%,53.82%,1.25%,19.09%
Cyprus,Retail - Secured on real estate property,Mar-21,,,1.02%,14.45%
Cyprus,Retail - Qualifying Revolving,Mar-21,0.85%,33.40%,1.28%,57.86%
Cyprus,Retail - Other Retail,Mar-21,0.32%,58.97%,1.40%,20.83%
Czech,Corporates,Mar-21,1.09%,40.78%,2.30%,31.95%
Czech,Corporates - Of Which: Specialised Lending,Mar-21,0.47%,30.28%,1.60%,26.31%
Czech,Corporates - Of Which: SME,Mar-21,2.09%,31.34%,3.34%,32.26%
Czech,Retail,Mar-21,1.03%,30.68%,1.56%,27.81%
Czech,Retail - Secured on real estate property,Mar-21,0.62%,17.70%,1.12%,21.00%
Czech,Retail - Qualifying Revolving,Mar-21,1.46%,33.12%,4.15%,53.62%
Czech,Retail - Other Retail,Mar-21,2.15%,41.23%,2.68%,45.08%
Denmark,Corporates,Mar-21,0.77%,18.93%,1.15%,21.73%
Denmark,Corporates - Of Which: Specialised Lending,Mar-21,,,1.81%,22.29%
Denmark,Corporates - Of Which: SME,Mar-21,0.46%,24.71%,1.39%,19.04%
Denmark,Retail,Mar-21,0.57%,13.01%,0.86%,18.29%
Denmark,Retail - Secured on real estate property,Mar-21,0.56%,9.70%,0.81%,16.59%
Denmark,Retail - Qualifying Revolving,Mar-21,1.84%,30.22%,1.75%,57.36%
Denmark,Retail - Other Retail,Mar-21,0.68%,38.59%,1.94%,40.55%
Estonia,Corporates,Mar-21,0.89%,,1.58%,41.36%
Estonia,Corporates - Of Which: Specialised Lending,Mar-21,,,1.51%,30.24%
Estonia,Corporates - Of Which: SME,Mar-21,,,1.81%,39.25%
Estonia,Retail,Mar-21,0.81%,27.84%,1.41%,15.70%
Estonia,Retail - Secured on real estate property,Mar-21,0.79%,27.85%,1.11%,12.71%
Estonia,Retail - Qualifying Revolving,Mar-21,13.04%,59.44%,3.09%,54.48%
Estonia,Retail - Other Retail,Mar-21,0.88%,27.80%,2.81%,29.79%
Finland,Corporates,Mar-21,1.53%,15.70%,1.23%,35.16%
Finland,Corporates - Of Which: Specialised Lending,Mar-21,,,0.49%,28.15%
Finland,Corporates - Of Which: SME,Mar-21,2.20%,12.16%,1.63%,31.97%
Finland,Retail,Mar-21,1.28%,1.76%,1.46%,21.02%
Finland,Retail - Secured on real estate property,Mar-21,1.29%,1.36%,1.09%,16.65%
Finland,Retail - Qualifying Revolving,Mar-21,1.93%,25.79%,2.22%,56.52%
Finland,Retail - Other Retail,Mar-21,1.24%,4.10%,3.18%,35.34%
France,Corporates,Mar-21,0.82%,19.16%,1.85%,35.00%
France,Corporates - Of Which: Specialised Lending,Mar-21,0.41%,,1.16%,23.59%
France,Corporates - Of Which: SME,Mar-21,1.45%,24.45%,3.01%,34.81%
France,Retail,Mar-21,0.53%,19.29%,1.42%,17.02%
France,Retail - Secured on real estate property,Mar-21,0.36%,9.93%,1.04%,12.52%
France,Retail - Qualifying Revolving,Mar-21,0.77%,37.13%,2.90%,36.41%
France,Retail - Other Retail,Mar-21,0.83%,25.19%,1.84%,22.76%
Germany,Corporates,Mar-21,0.66%,34.66%,1.04%,36.48%
Germany,Corporates - Of Which: Specialised Lending,Mar-21,0.76%,37.13%,1.02%,33.26%
Germany,Corporates - Of Which: SME,Mar-21,0.74%,34.16%,1.23%,32.86%
Germany,Retail,Mar-21,0.58%,24.12%,0.94%,27.22%
Germany,Retail - Secured on real estate property,Mar-21,0.38%,8.66%,0.75%,17.29%
Germany,Retail - Qualifying Revolving,Mar-21,0.44%,32.94%,0.59%,64.49%
Germany,Retail - Other Retail,Mar-21,1.22%,36.98%,1.72%,46.20%
Greece,Corporates,Mar-21,2.05%,39.76%,7.44%,39.77%
Greece,Corporates - Of Which: Specialised Lending,Mar-21,,,4.96%,25.51%
Greece,Corporates - Of Which: SME,Mar-21,,,13.76%,39.19%
Greece,Retail,Mar-21,7.11%,78.55%,11.25%,32.06%
Greece,Retail - Secured on real estate property,Mar-21,8.39%,,11.93%,20.73%
Greece,Retail - Qualifying Revolving,Mar-21,2.31%,81.30%,3.33%,72.08%
Greece,Retail - Other Retail,Mar-21,7.41%,86.12%,12.03%,43.89%
Hungary,Corporates,Mar-21,2.14%,65.76%,1.72%,42.84%
Hungary,Corporates - Of Which: Specialised Lending,Mar-21,,,2.43%,31.01%
Hungary,Corporates - Of Which: SME,Mar-21,2.86%,,2.67%,46.48%
Hungary,Retail,Mar-21,0.98%,53.00%,2.77%,43.54%
Hungary,Retail - Secured on real estate property,Mar-21,0.93%,,1.99%,33.69%
Hungary,Retail - Qualifying Revolving,Mar-21,3.05%,42.93%,2.03%,61.72%
Hungary,Retail - Other Retail,Mar-21,1.10%,58.03%,4.52%,67.28%
Ireland,Corporates,Mar-21,2.40%,22.74%,1.92%,29.30%
Ireland,Corporates - Of Which: Specialised Lending,Mar-21,4.24%,,11.67%,30.54%
Ireland,Corporates - Of Which: SME,Mar-21,4.19%,,3.38%,35.15%
Ireland,Retail,Mar-21,1.17%,13.84%,2.86%,26.43%
Ireland,Retail - Secured on real estate property,Mar-21,1.01%,12.08%,2.72%,23.82%
Ireland,Retail - Qualifying Revolving,Mar-21,1.37%,10.27%,2.57%,59.78%
Ireland,Retail - Other Retail,Mar-21,3.84%,23.62%,4.59%,60.25%
Italy,Corporates,Mar-21,0.58%,26.97%,4.85%,36.81%
Italy,Corporates - Of Which: Specialised Lending,Mar-21,1.18%,,3.82%,21.20%
Italy,Corporates - Of Which: SME,Mar-21,0.99%,26.00%,9.82%,39.23%
Italy,Retail,Mar-21,3.41%,41.30%,2.18%,26.32%
Italy,Retail - Secured on real estate property,Mar-21,3.07%,34.78%,1.37%,19.71%
Italy,Retail - Qualifying Revolving,Mar-21,0.42%,26.60%,3.16%,57.37%
Italy,Retail - Other Retail,Mar-21,4.12%,49.76%,5.43%,40.52%
Latvia,Corporates,Mar-21,7.01%,22.86%,1.76%,41.72%
Latvia,Corporates - Of Which: Specialised Lending,Mar-21,,,,
Latvia,Corporates - Of Which: SME,Mar-21,,,2.06%,38.87%
Latvia,Retail,Mar-21,1.61%,36.75%,2.69%,24.66%
Latvia,Retail - Secured on real estate property,Mar-21,1.73%,34.13%,2.12%,18.65%
Latvia,Retail - Qualifying Revolving,Mar-21,6.31%,74.41%,5.20%,59.81%
Latvia,Retail - Other Retail,Mar-21,1.30%,45.85%,4.37%,43.36%
Lithuania,Corporates,Mar-21,2.05%,72.78%,1.47%,41.70%
Lithuania,Corporates - Of Which: Specialised Lending,Mar-21,,,,
Lithuania,Corporates - Of Which: SME,Mar-21,,,2.54%,40.16%
Lithuania,Retail,Mar-21,1.38%,35.34%,1.45%,18.21%
Lithuania,Retail - Secured on real estate property,Mar-21,1.47%,35.17%,1.23%,15.62%
Lithuania,Retail - Qualifying Revolving,Mar-21,2.32%,36.19%,2.53%,56.24%
Lithuania,Retail - Other Retail,Mar-21,0.80%,37.45%,2.83%,36.88%
Luxembourg,Corporates,Mar-21,0.69%,6.45%,1.15%,30.83%
Luxembourg,Corporates - Of Which: Specialised Lending,Mar-21,0.82%,14.10%,0.99%,26.07%
Luxembourg,Corporates - Of Which: SME,Mar-21,2.14%,10.01%,2.06%,27.56%
Luxembourg,Retail,Mar-21,0.40%,9.53%,1.01%,16.59%
Luxembourg,Retail - Secured on real estate property,Mar-21,0.26%,1.87%,0.91%,15.53%
Luxembourg,Retail - Qualifying Revolving,Mar-21,0.32%,33.72%,0.61%,6.83%
Luxembourg,Retail - Other Retail,Mar-21,1.25%,15.59%,1.92%,20.96%
Malta,Corporates,Mar-21,0.00%,,3.71%,22.12%
Malta,Corporates - Of Which: Specialised Lending,Mar-21,,,3.06%,17.21%
Malta,Corporates - Of Which: SME,Mar-21,,,0.88%,37.66%
Malta,Retail,Mar-21,0.57%,5.61%,1.60%,19.08%
Malta,Retail - Secured on real estate property,Mar-21,0.15%,,1.60%,16.70%
Malta,Retail - Qualifying Revolving,Mar-21,1.05%,,1.56%,52.35%
Malta,Retail - Other Retail,Mar-21,0.07%,48.32%,1.69%,23.38%
Netherlands,Corporates,Mar-21,1.50%,12.98%,1.52%,26.36%
Netherlands,Corporates - Of Which: Specialised Lending,Mar-21,1.06%,19.59%,1.41%,15.11%
Netherlands,Corporates - Of Which: SME,Mar-21,3.17%,12.43%,2.81%,18.64%
Netherlands,Retail,Mar-21,0.60%,10.32%,0.64%,12.13%
Netherlands,Retail - Secured on real estate property,Mar-21,0.52%,5.58%,0.59%,10.80%
Netherlands,Retail - Qualifying Revolving,Mar-21,1.27%,36.57%,2.83%,50.01%
Netherlands,Retail - Other Retail,Mar-21,1.98%,29.54%,1.95%,40.83%
Norway,Corporates,Mar-21,1.47%,30.47%,1.50%,26.32%
Norway,Corporates - Of Which: Specialised Lending,Mar-21,,,1.64%,21.46%
Norway,Corporates - Of Which: SME,Mar-21,0.85%,17.79%,1.28%,23.12%
Norway,Retail,Mar-21,0.39%,15.31%,0.93%,21.27%
Norway,Retail - Secured on real estate property,Mar-21,0.24%,3.18%,0.90%,19.81%
Norway,Retail - Qualifying Revolving,Mar-21,1.90%,29.27%,2.10%,57.15%
Norway,Retail - Other Retail,Mar-21,1.24%,27.24%,1.90%,31.75%
Poland,Corporates,Mar-21,0.63%,36.69%,1.63%,35.25%
Poland,Corporates - Of Which: Specialised Lending,Mar-21,1.09%,,3.03%,34.44%
Poland,Corporates - Of Which: SME,Mar-21,0.78%,,2.32%,31.93%
Poland,Retail,Mar-21,1.37%,33.48%,1.65%,36.57%
Poland,Retail - Secured on real estate property,Mar-21,0.83%,23.27%,0.76%,30.98%
Poland,Retail - Qualifying Revolving,Mar-21,1.20%,50.10%,2.50%,64.36%
Poland,Retail - Other Retail,Mar-21,2.58%,39.73%,3.85%,46.22%
Portugal,Corporates,Mar-21,0.95%,36.75%,3.53%,39.78%
Portugal,Corporates - Of Which: Specialised Lending,Mar-21,0.32%,,1.62%,32.50%
Portugal,Corporates - Of Which: SME,Mar-21,1.74%,33.10%,5.32%,39.88%
Portugal,Retail,Mar-21,0.94%,20.84%,1.32%,20.56%
Portugal,Retail - Secured on real estate property,Mar-21,0.61%,8.33%,0.95%,17.77%
Portugal,Retail - Qualifying Revolving,Mar-21,0.90%,24.18%,4.52%,37.62%
Portugal,Retail - Other Retail,Mar-21,2.23%,33.77%,3.40%,32.11%
Romania,Corporates,Mar-21,1.16%,,2.98%,40.94%
Romania,Corporates - Of Which: Specialised Lending,Mar-21,,,5.53%,31.01%
Romania,Corporates - Of Which: SME,Mar-21,1.59%,,4.18%,41.98%
Romania,Retail,Mar-21,2.08%,52.55%,2.35%,48.50%
Romania,Retail - Secured on real estate property,Mar-21,0.91%,,0.93%,37.28%
Romania,Retail - Qualifying Revolving,Mar-21,1.10%,51.44%,0.99%,49.04%
Romania,Retail - Other Retail,Mar-21,3.69%,58.03%,3.67%,59.23%
Slovakia,Corporates,Mar-21,2.30%,71.23%,2.20%,40.60%
Slovakia,Corporates - Of Which: Specialised Lending,Mar-21,,,5.00%,33.06%
Slovakia,Corporates - Of Which: SME,Mar-21,4.66%,68.84%,3.58%,41.70%
Slovakia,Retail,Mar-21,0.60%,41.73%,1.18%,23.78%
Slovakia,Retail - Secured on real estate property,Mar-21,0.46%,28.33%,0.89%,20.37%
Slovakia,Retail - Qualifying Revolving,Mar-21,0.82%,52.00%,2.75%,55.42%
Slovakia,Retail - Other Retail,Mar-21,1.42%,66.90%,3.04%,44.02%
Slovenia,Corporates,Mar-21,1.17%,,3.55%,40.56%
Slovenia,Corporates - Of Which: Specialised Lending,Mar-21,,,1.58%,17.42%
Slovenia,Corporates - Of Which: SME,Mar-21,4.36%,,4.95%,42.16%
Slovenia,Retail,Mar-21,8.17%,47.85%,3.36%,23.30%
Slovenia,Retail - Secured on real estate property,Mar-21,48.51%,,1.71%,16.39%
Slovenia,Retail - Qualifying Revolving,Mar-21,4.80%,,2.31%,62.71%
Slovenia,Retail - Other Retail,Mar-21,3.29%,59.99%,3.93%,25.36%
Spain,Corporates,Mar-21,1.53%,20.40%,2.70%,40.14%
Spain,Corporates - Of Which: Specialised Lending,Mar-21,2.07%,10.23%,1.40%,21.10%
Spain,Corporates - Of Which: SME,Mar-21,1.89%,21.41%,4.58%,40.76%
Spain,Retail,Mar-21,1.26%,28.27%,1.90%,28.70%
Spain,Retail - Secured on real estate property,Mar-21,0.92%,15.24%,1.21%,20.95%
Spain,Retail - Qualifying Revolving,Mar-21,0.99%,49.94%,2.48%,59.65%
Spain,Retail - Other Retail,Mar-21,2.58%,40.01%,4.79%,52.91%
Sweden,Corporates,Mar-21,0.20%,34.83%,0.64%,24.25%
Sweden,Corporates - Of Which: Specialised Lending,Mar-21,,,1.52%,27.63%
Sweden,Corporates - Of Which: SME,Mar-21,0.31%,27.04%,0.73%,17.55%
Sweden,Retail,Mar-21,0.12%,15.04%,0.44%,12.58%
Sweden,Retail - Secured on real estate property,Mar-21,0.08%,4.97%,0.30%,10.89%
Sweden,Retail - Qualifying Revolving,Mar-21,0.70%,41.21%,1.64%,58.56%
Sweden,Retail - Other Retail,Mar-21,0.66%,28.12%,1.45%,35.02%
United Kingdom,Corporates,Mar-21,1.43%,18.65%,1.02%,33.60%
United Kingdom,Corporates - Of Which: Specialised Lending,Mar-21,3.57%,11.19%,1.28%,26.87%
United Kingdom,Corporates - Of Which: SME,Mar-21,12.87%,20.74%,2.10%,27.46%
United Kingdom,Retail,Mar-21,1.41%,5.28%,2.28%,13.16%
United Kingdom,Retail - Secured on real estate property,Mar-21,1.40%,2.09%,2.29%,9.19%
United Kingdom,Retail - Qualifying Revolving,Mar-21,0.90%,50.57%,1.64%,72.91%
United Kingdom,Retail - Other Retail,Mar-21,2.29%,39.11%,2.79%,56.24%
Australia,Corporates,Mar-21,1.29%,,1.53%,20.42%
Australia,Corporates - Of Which: Specialised Lending,Mar-21,,,0.76%,15.65%
Australia,Corporates - Of Which: SME,Mar-21,,,0.97%,10.90%
Australia,Retail,Mar-21,2.24%,5.80%,0.56%,14.30%
Australia,Retail - Secured on real estate property,Mar-21,2.23%,5.34%,0.51%,13.81%
Australia,Retail - Qualifying Revolving,Mar-21,1.28%,18.34%,1.04%,57.70%
Australia,Retail - Other Retail,Mar-21,3.23%,16.67%,2.12%,28.99%
Canada,Corporates,Mar-21,0.72%,,1.18%,29.50%
Canada,Corporates - Of Which: Specialised Lending,Mar-21,,,1.39%,26.50%
Canada,Corporates - Of Which: SME,Mar-21,,,2.16%,25.38%
Canada,Retail,Mar-21,2.54%,13.44%,2.49%,17.98%
Canada,Retail - Secured on real estate property,Mar-21,0.98%,13.56%,0.93%,14.75%
Canada,Retail - Qualifying Revolving,Mar-21,1.15%,25.09%,2.06%,51.70%
Canada,Retail - Other Retail,Mar-21,2.89%,13.43%,2.84%,18.41%
China,Corporates,Mar-21,2.10%,,0.77%,44.54%
China,Corporates - Of Which: Specialised Lending,Mar-21,,,1.82%,30.53%
China,Corporates - Of Which: SME,Mar-21,,,1.82%,41.02%
China,Retail,Mar-21,0.34%,25.56%,0.64%,15.27%
China,Retail - Secured on real estate property,Mar-21,0.21%,8.15%,0.78%,14.50%
China,Retail - Qualifying Revolving,Mar-21,1.06%,40.08%,1.38%,54.45%
China,Retail - Other Retail,Mar-21,0.56%,36.74%,0.66%,15.42%
Hong Kong,Corporates,Mar-21,5.77%,,1.32%,33.21%
Hong Kong,Corporates - Of Which: Specialised Lending,Mar-21,,,0.87%,17.30%
Hong Kong,Corporates - Of Which: SME,Mar-21,,,1.37%,42.97%
Hong Kong,Retail,Mar-21,0.50%,5.91%,0.40%,8.64%
Hong Kong,Retail - Secured on real estate property,Mar-21,1.06%,,0.75%,14.37%
Hong Kong,Retail - Qualifying Revolving,Mar-21,0.18%,,0.96%,50.40%
Hong Kong,Retail - Other Retail,Mar-21,0.08%,33.54%,0.28%,6.27%
India,Corporates,Mar-21,6.28%,1.05%,3.32%,40.55%
India,Corporates - Of Which: Specialised Lending,Mar-21,,,3.84%,25.70%
India,Corporates - Of Which: SME,Mar-21,,,3.25%,32.98%
India,Retail,Mar-21,1.05%,48.67%,1.28%,28.15%
India,Retail - Secured on real estate property,Mar-21,0.00%,,1.16%,17.49%
India,Retail - Qualifying Revolving,Mar-21,2.13%,47.01%,3.59%,54.25%
India,Retail - Other Retail,Mar-21,0.59%,44.04%,1.51%,35.94%
"Korea, Republic Of",Corporates,Mar-21,,,0.44%,39.52%
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,Mar-21,,,0.68%,13.83%
"Korea, Republic Of",Corporates - Of Which: SME,Mar-21,,,1.75%,45.55%
"Korea, Republic Of",Retail,Mar-21,0.60%,66.40%,1.07%,69.12%
"Korea, Republic Of",Retail - Secured on real estate property,Mar-21,,,0.73%,15.75%
"Korea, Republic Of",Retail - Qualifying Revolving,Mar-21,0.35%,,1.56%,58.84%
"Korea, Republic Of",Retail - Other Retail,Mar-21,0.58%,68.50%,1.08%,70.63%
Russian Federation,Corporates,Mar-21,,,0.75%,38.89%
Russian Federation,Corporates - Of Which: Specialised Lending,Mar-21,,,1.19%,21.31%
Russian Federation,Corporates - Of Which: SME,Mar-21,,,2.41%,43.83%
Russian Federation,Retail,Mar-21,2.58%,16.76%,2.31%,18.25%
Russian Federation,Retail - Secured on real estate property,Mar-21,2.97%,13.11%,2.50%,17.53%
Russian Federation,Retail - Qualifying Revolving,Mar-21,2.26%,45.00%,2.22%,57.38%
Russian Federation,Retail - Other Retail,Mar-21,2.24%,56.34%,1.04%,18.84%
Singapore,Corporates,Mar-21,3.87%,55.26%,1.84%,27.36%
Singapore,Corporates - Of Which: Specialised Lending,Mar-21,,,2.53%,18.16%
Singapore,Corporates - Of Which: SME,Mar-21,,,7.59%,19.94%
Singapore,Retail,Mar-21,0.32%,6.45%,0.69%,11.51%
Singapore,Retail - Secured on real estate property,Mar-21,0.83%,,0.82%,14.32%
Singapore,Retail - Qualifying Revolving,Mar-21,0.64%,20.06%,1.18%,52.27%
Singapore,Retail - Other Retail,Mar-21,0.20%,27.62%,0.61%,10.12%
Switzerland,Corporates,Mar-21,0.95%,13.51%,1.22%,30.73%
Switzerland,Corporates - Of Which: Specialised Lending,Mar-21,,,0.85%,23.34%
Switzerland,Corporates - Of Which: SME,Mar-21,2.23%,,1.11%,21.64%
Switzerland,Retail,Mar-21,0.35%,17.16%,0.73%,19.87%
Switzerland,Retail - Secured on real estate property,Mar-21,0.39%,13.15%,0.76%,19.03%
Switzerland,Retail - Qualifying Revolving,Mar-21,0.69%,30.12%,1.85%,50.81%
Switzerland,Retail - Other Retail,Mar-21,0.37%,30.12%,0.83%,21.07%
United States,Corporates,Mar-21,1.23%,15.74%,1.23%,27.15%
United States,Corporates - Of Which: Specialised Lending,Mar-21,3.26%,12.20%,2.25%,21.59%
United States,Corporates - Of Which: SME,Mar-21,0.53%,,2.72%,20.78%
United States,Retail,Mar-21,3.24%,15.53%,2.37%,24.64%
United States,Retail - Secured on real estate property,Mar-21,0.88%,9.23%,0.98%,16.34%
United States,Retail - Qualifying Revolving,Mar-21,0.64%,34.02%,1.52%,56.94%
United States,Retail - Other Retail,Mar-21,3.83%,15.77%,2.77%,26.50%
Austria,Corporates,Dec-20,1.29%,41.42%,1.20%,33.75%
Austria,Corporates - Of Which: Specialised Lending,Dec-20,0.72%,,1.71%,9.51%
Austria,Corporates - Of Which: SME,Dec-20,1.70%,21.87%,2.24%,31.19%
Austria,Retail,Dec-20,0.78%,27.58%,1.25%,27.10%
Austria,Retail - Secured on real estate property,Dec-20,0.67%,8.55%,1.10%,10.92%
Austria,Retail - Qualifying Revolving,Dec-20,0.35%,53.18%,1.84%,64.39%
Austria,Retail - Other Retail,Dec-20,1.00%,47.45%,1.68%,45.03%
Belgium,Corporates,Dec-20,1.53%,20.03%,2.47%,26.96%
Belgium,Corporates - Of Which: Specialised Lending,Dec-20,,,1.68%,22.90%
Belgium,Corporates - Of Which: SME,Dec-20,1.76%,14.10%,2.64%,24.57%
Belgium,Retail,Dec-20,0.99%,9.63%,1.03%,17.17%
Belgium,Retail - Secured on real estate property,Dec-20,0.86%,3.86%,0.91%,13.27%
Belgium,Retail - Qualifying Revolving,Dec-20,2.70%,10.50%,0.85%,49.29%
Belgium,Retail - Other Retail,Dec-20,1.50%,22.75%,1.68%,33.06%
Bulgaria,Corporates,Dec-20,1.69%,,1.91%,44.34%
Bulgaria,Corporates - Of Which: Specialised Lending,Dec-20,,,64.36%,54.35%
Bulgaria,Corporates - Of Which: SME,Dec-20,,,3.46%,41.79%
Bulgaria,Retail,Dec-20,2.94%,49.39%,2.37%,33.03%
Bulgaria,Retail - Secured on real estate property,Dec-20,2.35%,31.00%,1.91%,23.97%
Bulgaria,Retail - Qualifying Revolving,Dec-20,2.42%,77.45%,3.08%,42.51%
Bulgaria,Retail - Other Retail,Dec-20,4.52%,67.98%,3.78%,56.53%
Croatia,Corporates,Dec-20,1.64%,,3.92%,40.49%
Croatia,Corporates - Of Which: Specialised Lending,Dec-20,,,1.19%,18.12%
Croatia,Corporates - Of Which: SME,Dec-20,,,5.77%,41.90%
Croatia,Retail,Dec-20,3.24%,16.59%,2.63%,35.00%
Croatia,Retail - Secured on real estate property,Dec-20,1.82%,,1.83%,29.30%
Croatia,Retail - Qualifying Revolving,Dec-20,1.13%,35.70%,2.40%,66.26%
Croatia,Retail - Other Retail,Dec-20,4.03%,16.56%,3.14%,38.34%
Cyprus,Corporates,Dec-20,5.05%,,3.65%,33.58%
